class_idx,class_name,path_idx,endpoint_id,endpoint_name,path_hops,relation_seq,node_seq,weight
0,Abemaciclib,26,3489,Anakinra,1,drug_drug,Abemaciclib | Anakinra,0.015572566539049149
0,Abemaciclib,27,3547,Apalutamide,1,drug_drug,Abemaciclib | Apalutamide,0.015064624138176441
0,Abemaciclib,28,3551,Apixaban,1,drug_drug,Abemaciclib | Apixaban,0.015428474172949791
0,Abemaciclib,29,3560,Apremilast,1,drug_drug,Abemaciclib | Apremilast,0.014804897829890251
0,Abemaciclib,30,3561,Aprepitant,1,drug_drug,Abemaciclib | Aprepitant,0.016244711354374886
0,Abemaciclib,31,3564,Aprobarbital,1,drug_drug,Abemaciclib | Aprobarbital,0.014736452139914036
0,Abemaciclib,32,3595,Armodafinil,1,drug_drug,Abemaciclib | Armodafinil,0.01594625413417816
0,Abemaciclib,33,3636,Astemizole,1,drug_drug,Abemaciclib | Astemizole,0.015460574999451637
0,Abemaciclib,34,3640,Asunaprevir,1,drug_drug,Abemaciclib | Asunaprevir,0.015625860542058945
0,Abemaciclib,35,3644,Atazanavir,1,drug_drug,Abemaciclib | Atazanavir,0.014705401845276356
0,Abemaciclib,36,3667,Avasimibe,1,drug_drug,Abemaciclib | Avasimibe,0.016225507482886314
0,Abemaciclib,37,3668,Avatrombopag,1,drug_drug,Abemaciclib | Avatrombopag,0.01644725166261196
0,Abemaciclib,38,3694,Azithromycin,1,drug_drug,Abemaciclib | Azithromycin,0.015619696117937565
0,Abemaciclib,39,4152,Barbexaclone,1,drug_drug,Abemaciclib | Barbexaclone,0.014569706283509731
0,Abemaciclib,40,4153,Barbital,1,drug_drug,Abemaciclib | Barbital,0.01456324104219675
0,Abemaciclib,41,4157,Baricitinib,1,drug_drug,Abemaciclib | Baricitinib,0.01501117181032896
0,Abemaciclib,42,4160,Barnidipine,1,drug_drug,Abemaciclib | Barnidipine,0.014907988719642162
0,Abemaciclib,43,4210,Beclomethasone dipropionate,1,drug_drug,Abemaciclib | Beclomethasone dipropionate,0.015346058644354343
0,Abemaciclib,44,4225,Belinostat,1,drug_drug,Abemaciclib | Belinostat,0.0157886054366827
0,Abemaciclib,45,4240,Benidipine,1,drug_drug,Abemaciclib | Benidipine,0.014984981156885624
0,Abemaciclib,46,4301,Betamethasone,1,drug_drug,Abemaciclib | Betamethasone,0.01521221175789833
0,Abemaciclib,47,4302,Betamethasone phosphate,1,drug_drug,Abemaciclib | Betamethasone phosphate,0.015365967527031898
0,Abemaciclib,48,4308,Betrixaban,1,drug_drug,Abemaciclib | Betrixaban,0.015520927496254444
0,Abemaciclib,49,4315,Bexarotene,1,drug_drug,Abemaciclib | Bexarotene,0.015590243972837925
0,Abemaciclib,50,4320,Bicalutamide,1,drug_drug,Abemaciclib | Bicalutamide,0.015876932069659233
0,Abemaciclib,51,4327,Bictegravir,1,drug_drug,Abemaciclib | Bictegravir,0.017043890431523323
0,Abemaciclib,52,4334,Bifonazole,1,drug_drug,Abemaciclib | Bifonazole,0.01636389270424843
0,Abemaciclib,53,4352,Biricodar,1,drug_drug,Abemaciclib | Biricodar,0.016935791820287704
0,Abemaciclib,54,4373,Bisoprolol,1,drug_drug,Abemaciclib | Bisoprolol,0.014006546698510647
0,Abemaciclib,55,4382,Black cohosh,1,drug_drug,Abemaciclib | Black cohosh,0.015948859974741936
0,Abemaciclib,56,4395,Boceprevir,1,drug_drug,Abemaciclib | Boceprevir,0.016282960772514343
0,Abemaciclib,57,4416,Bortezomib,1,drug_drug,Abemaciclib | Bortezomib,0.015201925300061703
0,Abemaciclib,58,4417,Bosentan,1,drug_drug,Abemaciclib | Bosentan,0.015206838957965374
0,Abemaciclib,59,4419,Bosutinib,1,drug_drug,Abemaciclib | Bosutinib,0.015498527325689793
0,Abemaciclib,60,4436,Brefeldin A,1,drug_drug,Abemaciclib | Brefeldin A,0.01665216125547886
0,Abemaciclib,61,4439,Brentuximab vedotin,1,drug_drug,Abemaciclib | Brentuximab vedotin,0.016121454536914825
0,Abemaciclib,62,4446,Brigatinib,1,drug_drug,Abemaciclib | Brigatinib,0.016372423619031906
0,Abemaciclib,63,4464,Bromocriptine,1,drug_drug,Abemaciclib | Bromocriptine,0.014367137104272842
1,Acetazolamide,0,3244,Addison disease,1,contraindication,Acetazolamide | Addison disease,0.016929084435105324
1,Acetazolamide,1,12490,IDDM 1,1,contraindication,Acetazolamide | IDDM 1,0.017584415152668953
1,Acetazolamide,2,27956,X-linked adrenal hypoplasia congenita,1,contraindication,Acetazolamide | X-linked adrenal hypoplasia congenita,0.03000147081911564
1,Acetazolamide,3,29484,adrenal insufficiency,1,contraindication,Acetazolamide | adrenal insufficiency,0.015650363638997078
1,Acetazolamide,4,29493,adrenocortical insufficiency,1,contraindication,Acetazolamide | adrenocortical insufficiency,0.020441513508558273
1,Acetazolamide,5,32024,chronic primary adrenal insufficiency,1,contraindication,Acetazolamide | chronic primary adrenal insufficiency,0.06479691714048386
1,Acetazolamide,6,32411,congenital adrenal hyperplasia,1,contraindication,Acetazolamide | congenital adrenal hyperplasia,0.054477497935295105
1,Acetazolamide,7,33238,diabetes mellitus (disease),1,contraindication,Acetazolamide | diabetes mellitus (disease),0.07739245146512985
1,Acetazolamide,8,33248,diabetic ketoacidosis,1,contraindication,Acetazolamide | diabetic ketoacidosis,0.019505128264427185
1,Acetazolamide,9,34395,familial adrenal hypoplasia with absent pituitary luteinizing hormone,1,contraindication,Acetazolamide | familial adrenal hypoplasia with absent pituitary luteinizing hormone,0.018812894821166992
1,Acetazolamide,10,34446,familial glucocorticoid deficiency,1,contraindication,Acetazolamide | familial glucocorticoid deficiency,0.018183935433626175
1,Acetazolamide,11,34867,gallbladder disease,1,contraindication,Acetazolamide | gallbladder disease,0.012816869653761387
1,Acetazolamide,12,35248,gout,1,contraindication,Acetazolamide | gout,0.021764779463410378
1,Acetazolamide,13,35420,hematologic disease,1,contraindication,Acetazolamide | hematologic disease,0.027652263641357422
1,Acetazolamide,14,36454,inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency,1,contraindication,Acetazolamide | inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency,0.0174174215644598
1,Acetazolamide,15,36938,kidney disease,1,contraindication,Acetazolamide | kidney disease,0.026265831664204597
1,Acetazolamide,16,37294,liver disease,1,contraindication,Acetazolamide | liver disease,0.013308473862707615
1,Acetazolamide,17,37296,liver failure,1,contraindication,Acetazolamide | liver failure,0.014473695307970047
1,Acetazolamide,18,41318,pyoureter,1,contraindication,Acetazolamide | pyoureter,0.010672857984900475
1,Acetazolamide,19,41560,renal tubular acidosis,1,contraindication,Acetazolamide | renal tubular acidosis,0.029881762340664864
1,Acetazolamide,20,41582,respiratory failure,1,contraindication,Acetazolamide | respiratory failure,0.008739079348742962
1,Acetazolamide,21,43517,type 1 diabetes mellitus,1,contraindication,Acetazolamide | type 1 diabetes mellitus,0.016404280439019203
1,Acetazolamide,22,43520,type 2 diabetes mellitus,1,contraindication,Acetazolamide | type 2 diabetes mellitus,0.027968818321824074
1,Acetazolamide,23,331,(R)-warfarin,1,drug_drug,Acetazolamide | (R)-warfarin,0.0099843954667449
1,Acetazolamide,24,360,(S)-Warfarin,1,drug_drug,Acetazolamide | (S)-Warfarin,0.010079742409288883
1,Acetazolamide,25,631,"2,4-thiazolidinedione",1,drug_drug,"Acetazolamide | 2,4-thiazolidinedione",0.010720833204686642
1,Acetazolamide,26,635,"2,5-Dimethoxy-4-ethylamphetamine",1,drug_drug,"Acetazolamide | 2,5-Dimethoxy-4-ethylamphetamine",0.009784908033907413
1,Acetazolamide,27,636,"2,5-Dimethoxy-4-ethylthioamphetamine",1,drug_drug,"Acetazolamide | 2,5-Dimethoxy-4-ethylthioamphetamine",0.009611353278160095
1,Acetazolamide,28,1069,3-isobutyl-1-methyl-7H-xanthine,1,drug_drug,Acetazolamide | 3-isobutyl-1-methyl-7H-xanthine,0.01072964258491993
1,Acetazolamide,29,1199,"4-Bromo-2,5-dimethoxyamphetamine",1,drug_drug,"Acetazolamide | 4-Bromo-2,5-dimethoxyamphetamine",0.009584197774529457
1,Acetazolamide,30,1224,4-Methoxyamphetamine,1,drug_drug,Acetazolamide | 4-Methoxyamphetamine,0.009745880961418152
1,Acetazolamide,31,1515,"5-methoxy-N,N-dimethyltryptamine",1,drug_drug,"Acetazolamide | 5-methoxy-N,N-dimethyltryptamine",0.009767209179699421
1,Acetazolamide,32,1584,6-O-benzylguanine,1,drug_drug,Acetazolamide | 6-O-benzylguanine,0.010551017709076405
1,Acetazolamide,33,1614,"7,8-Dichloro-1,2,3,4-tetrahydroisoquinoline",1,drug_drug,"Acetazolamide | 7,8-Dichloro-1,2,3,4-tetrahydroisoquinoline",0.009717143140733242
1,Acetazolamide,34,1617,"7,9-Dimethylguanine",1,drug_drug,"Acetazolamide | 7,9-Dimethylguanine",0.010805647820234299
1,Acetazolamide,35,1623,7-Deazaguanine,1,drug_drug,Acetazolamide | 7-Deazaguanine,0.010787799023091793
1,Acetazolamide,36,1629,7-Nitroindazole,1,drug_drug,Acetazolamide | 7-Nitroindazole,0.010076906532049179
1,Acetazolamide,37,1662,8-azaguanine,1,drug_drug,Acetazolamide | 8-azaguanine,0.010444412007927895
1,Acetazolamide,38,1664,8-chlorotheophylline,1,drug_drug,Acetazolamide | 8-chlorotheophylline,0.010545996949076653
1,Acetazolamide,39,1689,9-Deazaguanine,1,drug_drug,Acetazolamide | 9-Deazaguanine,0.01054332498461008
1,Acetazolamide,40,1693,9-Methylguanine,1,drug_drug,Acetazolamide | 9-Methylguanine,0.010589523240923882
1,Acetazolamide,41,1695,9-aminocamptothecin,1,drug_drug,Acetazolamide | 9-aminocamptothecin,0.011074707843363285
1,Acetazolamide,42,2207,AICA ribonucleotide,1,drug_drug,Acetazolamide | AICA ribonucleotide,0.010777132585644722
1,Acetazolamide,43,2400,AMG-222,1,drug_drug,Acetazolamide | AMG-222,0.010731124319136143
1,Acetazolamide,44,2618,APD791,1,drug_drug,Acetazolamide | APD791,0.01005544699728489
1,Acetazolamide,45,3148,AZD-3043,1,drug_drug,Acetazolamide | AZD-3043,0.010044057853519917
1,Acetazolamide,46,3162,Abacavir,1,drug_drug,Acetazolamide | Abacavir,0.01023361086845398
1,Acetazolamide,47,3170,Abemaciclib,1,drug_drug,Acetazolamide | Abemaciclib,0.011146564967930317
1,Acetazolamide,48,3179,Acalabrutinib,1,drug_drug,Acetazolamide | Acalabrutinib,0.011059669777750969
1,Acetazolamide,49,3183,Acarbose,1,drug_drug,Acetazolamide | Acarbose,0.010195166803896427
1,Acetazolamide,50,3187,Aceclofenac,1,drug_drug,Acetazolamide | Aceclofenac,0.00974729098379612
1,Acetazolamide,51,3188,Acefylline,1,drug_drug,Acetazolamide | Acefylline,0.010493241250514984
1,Acetazolamide,52,3189,Acemetacin,1,drug_drug,Acetazolamide | Acemetacin,0.00970989465713501
1,Acetazolamide,53,3190,Acenocoumarol,1,drug_drug,Acetazolamide | Acenocoumarol,0.010047858580946922
1,Acetazolamide,54,3191,Acepromazine,1,drug_drug,Acetazolamide | Acepromazine,0.009768393822014332
1,Acetazolamide,55,3192,Aceprometazine,1,drug_drug,Acetazolamide | Aceprometazine,0.009921148419380188
1,Acetazolamide,56,3193,Acetaminophen,1,drug_drug,Acetazolamide | Acetaminophen,0.010120347142219543
1,Acetazolamide,57,3200,Acetohexamide,1,drug_drug,Acetazolamide | Acetohexamide,0.010388333350419998
1,Acetazolamide,58,3202,Acetophenazine,1,drug_drug,Acetazolamide | Acetophenazine,0.009911474771797657
1,Acetazolamide,59,3213,Acetylglycinamide chloral hydrate,1,drug_drug,Acetazolamide | Acetylglycinamide chloral hydrate,0.010126897133886814
1,Acetazolamide,60,3214,Acetylsalicylic acid,1,drug_drug,Acetazolamide | Acetylsalicylic acid,0.009592683985829353
1,Acetazolamide,61,3226,Aclidinium,1,drug_drug,Acetazolamide | Aclidinium,0.009482845664024353
1,Acetazolamide,62,3230,Acrivastine,1,drug_drug,Acetazolamide | Acrivastine,0.010045698843896389
1,Acetazolamide,63,3238,Acyclovir,1,drug_drug,Acetazolamide | Acyclovir,0.010114735923707485
2,Acetohexamide,0,331,(R)-warfarin,1,drug_drug,Acetohexamide | (R)-warfarin,0.015166490338742733
2,Acetohexamide,1,360,(S)-Warfarin,1,drug_drug,Acetohexamide | (S)-Warfarin,0.015311325900256634
2,Acetohexamide,2,631,"2,4-thiazolidinedione",1,drug_drug,"Acetohexamide | 2,4-thiazolidinedione",0.016285156831145287
2,Acetohexamide,3,915,"3,5-Diiodotyrosine",1,drug_drug,"Acetohexamide | 3,5-Diiodotyrosine",0.016435150057077408
2,Acetohexamide,4,920,"3,5-diiodothyropropionic acid",1,drug_drug,"Acetohexamide | 3,5-diiodothyropropionic acid",0.016897419467568398
2,Acetohexamide,5,1301,4-hydroxycoumarin,1,drug_drug,Acetohexamide | 4-hydroxycoumarin,0.015219015069305897
2,Acetohexamide,6,1306,4-methylumbelliferyl beta-D-glucoside,1,drug_drug,Acetohexamide | 4-methylumbelliferyl beta-D-glucoside,0.017645612359046936
2,Acetohexamide,7,1409,5-(2-methylpiperazine-1-sulfonyl)isoquinoline,1,drug_drug,Acetohexamide | 5-(2-methylpiperazine-1-sulfonyl)isoquinoline,0.017360052093863487
2,Acetohexamide,8,1614,"7,8-Dichloro-1,2,3,4-tetrahydroisoquinoline",1,drug_drug,"Acetohexamide | 7,8-Dichloro-1,2,3,4-tetrahydroisoquinoline",0.01476052775979042
2,Acetohexamide,9,2207,AICA ribonucleotide,1,drug_drug,Acetohexamide | AICA ribonucleotide,0.016370680183172226
2,Acetohexamide,10,2400,AMG-222,1,drug_drug,Acetohexamide | AMG-222,0.016300786286592484
2,Acetohexamide,11,3164,Abaloparatide,1,drug_drug,Acetohexamide | Abaloparatide,0.017095470800995827
2,Acetohexamide,12,3167,Abatacept,1,drug_drug,Acetohexamide | Abatacept,0.01613960973918438
2,Acetohexamide,13,3174,Abiraterone,1,drug_drug,Acetohexamide | Abiraterone,0.016284771263599396
2,Acetohexamide,14,3183,Acarbose,1,drug_drug,Acetohexamide | Acarbose,0.01548666413873434
2,Acetohexamide,15,3185,Acebutolol,1,drug_drug,Acetohexamide | Acebutolol,0.014678516425192356
2,Acetohexamide,16,3187,Aceclofenac,1,drug_drug,Acetohexamide | Aceclofenac,0.014806327410042286
2,Acetohexamide,17,3189,Acemetacin,1,drug_drug,Acetohexamide | Acemetacin,0.014749526046216488
2,Acetohexamide,18,3190,Acenocoumarol,1,drug_drug,Acetohexamide | Acenocoumarol,0.015262898057699203
2,Acetohexamide,19,3191,Acepromazine,1,drug_drug,Acetohexamide | Acepromazine,0.0148383853957057
2,Acetohexamide,20,3192,Aceprometazine,1,drug_drug,Acetohexamide | Aceprometazine,0.015070411376655102
2,Acetohexamide,21,3195,Acetazolamide,1,drug_drug,Acetohexamide | Acetazolamide,0.014544585719704628
2,Acetohexamide,22,3202,Acetophenazine,1,drug_drug,Acetohexamide | Acetophenazine,0.01505572721362114
2,Acetohexamide,23,3206,Acetyl sulfisoxazole,1,drug_drug,Acetohexamide | Acetyl sulfisoxazole,0.01679503545165062
2,Acetohexamide,24,3214,Acetylsalicylic acid,1,drug_drug,Acetohexamide | Acetylsalicylic acid,0.014571478590369225
2,Acetohexamide,25,3240,Adalimumab,1,drug_drug,Acetohexamide | Adalimumab,0.01635904423892498
2,Acetohexamide,26,3278,Afelimomab,1,drug_drug,Acetohexamide | Afelimomab,0.01621885411441326
2,Acetohexamide,27,3288,Agmatine,1,drug_drug,Acetohexamide | Agmatine,0.015055706724524498
2,Acetohexamide,28,3289,Agomelatine,1,drug_drug,Acetohexamide | Agomelatine,0.015230555087327957
2,Acetohexamide,29,3313,Alaproclate,1,drug_drug,Acetohexamide | Alaproclate,0.01478614192456007
2,Acetohexamide,30,3319,Albiglutide,1,drug_drug,Acetohexamide | Albiglutide,0.016370858997106552
2,Acetohexamide,31,3325,Alclofenac,1,drug_drug,Acetohexamide | Alclofenac,0.014752404764294624
2,Acetohexamide,32,3326,Alclometasone,1,drug_drug,Acetohexamide | Alclometasone,0.017318258062005043
2,Acetohexamide,33,3329,Aldosterone,1,drug_drug,Acetohexamide | Aldosterone,0.01590273529291153
2,Acetohexamide,34,3346,Alimemazine,1,drug_drug,Acetohexamide | Alimemazine,0.015044680796563625
2,Acetohexamide,35,3358,Allicin,1,drug_drug,Acetohexamide | Allicin,0.016363462433218956
2,Acetohexamide,36,3365,Alminoprofen,1,drug_drug,Acetohexamide | Alminoprofen,0.014815572649240494
2,Acetohexamide,37,3368,Alogliptin,1,drug_drug,Acetohexamide | Alogliptin,0.01516973040997982
2,Acetohexamide,38,3371,Alosetron,1,drug_drug,Acetohexamide | Alosetron,0.015255305916070938
2,Acetohexamide,39,3374,Aloxiprin,1,drug_drug,Acetohexamide | Aloxiprin,0.016511132940649986
2,Acetohexamide,40,3375,Alpelisib,1,drug_drug,Acetohexamide | Alpelisib,0.016673915088176727
2,Acetohexamide,41,3389,Alprenolol,1,drug_drug,Acetohexamide | Alprenolol,0.014287708327174187
2,Acetohexamide,42,3401,Aluminium clofibrate,1,drug_drug,Acetohexamide | Aluminium clofibrate,0.01720890775322914
2,Acetohexamide,43,3426,Amcinonide,1,drug_drug,Acetohexamide | Amcinonide,0.01729517988860607
2,Acetohexamide,44,3438,Amineptine,1,drug_drug,Acetohexamide | Amineptine,0.014733136631548405
2,Acetohexamide,45,3448,Aminophenazone,1,drug_drug,Acetohexamide | Aminophenazone,0.014787903986871243
2,Acetohexamide,46,3452,Aminosalicylic acid,1,drug_drug,Acetohexamide | Aminosalicylic acid,0.01638590358197689
2,Acetohexamide,47,3453,Amiodarone,1,drug_drug,Acetohexamide | Amiodarone,0.015054238960146904
2,Acetohexamide,48,3459,Amitriptyline,1,drug_drug,Acetohexamide | Amitriptyline,0.01423396822065115
2,Acetohexamide,49,3460,Amitriptylinoxide,1,drug_drug,Acetohexamide | Amitriptylinoxide,0.014720294624567032
2,Acetohexamide,50,3462,Amlodipine,1,drug_drug,Acetohexamide | Amlodipine,0.015089008957147598
2,Acetohexamide,51,3469,Amodiaquine,1,drug_drug,Acetohexamide | Amodiaquine,0.016194187104701996
2,Acetohexamide,52,3472,Amoxapine,1,drug_drug,Acetohexamide | Amoxapine,0.014460462145507336
2,Acetohexamide,53,3475,Amphetamine,1,drug_drug,Acetohexamide | Amphetamine,0.014249276369810104
2,Acetohexamide,54,3478,Amprenavir,1,drug_drug,Acetohexamide | Amprenavir,0.016214333474636078
2,Acetohexamide,55,3487,Anagliptin,1,drug_drug,Acetohexamide | Anagliptin,0.016391078010201454
2,Acetohexamide,56,3489,Anakinra,1,drug_drug,Acetohexamide | Anakinra,0.016064822673797607
2,Acetohexamide,57,3521,Anisodamine,1,drug_drug,Acetohexamide | Anisodamine,0.014687253162264824
2,Acetohexamide,58,3537,Antipyrine,1,drug_drug,Acetohexamide | Antipyrine,0.01467942725867033
2,Acetohexamide,59,3545,Antrafenine,1,drug_drug,Acetohexamide | Antrafenine,0.014814830385148525
2,Acetohexamide,60,3547,Apalutamide,1,drug_drug,Acetohexamide | Apalutamide,0.015540819615125656
2,Acetohexamide,61,3551,Apixaban,1,drug_drug,Acetohexamide | Apixaban,0.01591617614030838
2,Acetohexamide,62,3560,Apremilast,1,drug_drug,Acetohexamide | Apremilast,0.015272887423634529
2,Acetohexamide,63,3561,Aprepitant,1,drug_drug,Acetohexamide | Aprepitant,0.016758209094405174
3,Adenine,0,3162,Abacavir,1,drug_drug,Adenine | Abacavir,0.01539598498493433
3,Adenine,1,3193,Acetaminophen,1,drug_drug,Adenine | Acetaminophen,0.015225582756102085
3,Adenine,2,3414,Alvocidib,1,drug_drug,Adenine | Alvocidib,0.017592165619134903
3,Adenine,3,3459,Amitriptyline,1,drug_drug,Adenine | Amitriptyline,0.014097464270889759
3,Adenine,4,3654,Atorvastatin,1,drug_drug,Adenine | Atorvastatin,0.016462085768580437
3,Adenine,5,3678,Axitinib,1,drug_drug,Adenine | Axitinib,0.016272801905870438
3,Adenine,6,4188,Bazedoxifene,1,drug_drug,Adenine | Bazedoxifene,0.01746465265750885
3,Adenine,7,4225,Belinostat,1,drug_drug,Adenine | Belinostat,0.01613149233162403
3,Adenine,8,4327,Bictegravir,1,drug_drug,Adenine | Bictegravir,0.017414039000868797
3,Adenine,9,4343,Binimetinib,1,drug_drug,Adenine | Binimetinib,0.01662568747997284
3,Adenine,10,4503,Buprenorphine,1,drug_drug,Adenine | Buprenorphine,0.014898918569087982
3,Adenine,11,6943,Carvedilol,1,drug_drug,Adenine | Carvedilol,0.014445440843701363
3,Adenine,12,7025,Cerivastatin,1,drug_drug,Adenine | Cerivastatin,0.01624751277267933
3,Adenine,13,8263,Darolutamide,1,drug_drug,Adenine | Darolutamide,0.017198733985424042
3,Adenine,14,8290,Deferasirox,1,drug_drug,Adenine | Deferasirox,0.016032733023166656
3,Adenine,15,8300,Delafloxacin,1,drug_drug,Adenine | Delafloxacin,0.014853613451123238
3,Adenine,16,8369,Dexibuprofen,1,drug_drug,Adenine | Dexibuprofen,0.014823660254478455
3,Adenine,17,8419,Diclofenac,1,drug_drug,Adenine | Diclofenac,0.014617813751101494
3,Adenine,18,8541,Dolutegravir,1,drug_drug,Adenine | Dolutegravir,0.01643616147339344
3,Adenine,19,9253,Elagolix,1,drug_drug,Adenine | Elagolix,0.016358280554413795
3,Adenine,20,9275,Eltrombopag,1,drug_drug,Adenine | Eltrombopag,0.01591283641755581
3,Adenine,21,9277,Elvitegravir,1,drug_drug,Adenine | Elvitegravir,0.016663627699017525
3,Adenine,22,9302,Enasidenib,1,drug_drug,Adenine | Enasidenib,0.015853317454457283
3,Adenine,23,9408,Eslicarbazepine,1,drug_drug,Adenine | Eslicarbazepine,0.01512477733194828
3,Adenine,24,9409,Eslicarbazepine acetate,1,drug_drug,Adenine | Eslicarbazepine acetate,0.015131466090679169
3,Adenine,25,9416,Estradiol,1,drug_drug,Adenine | Estradiol,0.015117533504962921
3,Adenine,26,9417,Estradiol acetate,1,drug_drug,Adenine | Estradiol acetate,0.015191033482551575
3,Adenine,27,9418,Estradiol benzoate,1,drug_drug,Adenine | Estradiol benzoate,0.01589222624897957
3,Adenine,28,9419,Estradiol cypionate,1,drug_drug,Adenine | Estradiol cypionate,0.015089606866240501
3,Adenine,29,9420,Estradiol dienanthate,1,drug_drug,Adenine | Estradiol dienanthate,0.015341346152126789
3,Adenine,30,9421,Estradiol valerate,1,drug_drug,Adenine | Estradiol valerate,0.015087577514350414
3,Adenine,31,9451,Ethinylestradiol,1,drug_drug,Adenine | Ethinylestradiol,0.015786657109856606
3,Adenine,32,9486,Etoposide,1,drug_drug,Adenine | Etoposide,0.015855321660637856
3,Adenine,33,9512,Ezetimibe,1,drug_drug,Adenine | Ezetimibe,0.017377151176333427
3,Adenine,34,9513,Ezogabine,1,drug_drug,Adenine | Ezogabine,0.014397398568689823
3,Adenine,35,10448,Flurbiprofen,1,drug_drug,Adenine | Flurbiprofen,0.014706804417073727
3,Adenine,36,10458,Fluvastatin,1,drug_drug,Adenine | Fluvastatin,0.016049500554800034
3,Adenine,37,10533,Fulvestrant,1,drug_drug,Adenine | Fulvestrant,0.017560573294758797
3,Adenine,38,10540,Furosemide,1,drug_drug,Adenine | Furosemide,0.014529104344546795
3,Adenine,39,10544,Fusidic acid,1,drug_drug,Adenine | Fusidic acid,0.016146672889590263
3,Adenine,40,11453,Gavestinel,1,drug_drug,Adenine | Gavestinel,0.017481649294495583
3,Adenine,41,11460,Gemfibrozil,1,drug_drug,Adenine | Gemfibrozil,0.015297940000891685
3,Adenine,42,11511,Glipizide,1,drug_drug,Adenine | Glipizide,0.014921612106263638
3,Adenine,43,13028,Ibuprofen,1,drug_drug,Adenine | Ibuprofen,0.014735997654497623
3,Adenine,44,13103,Indacaterol,1,drug_drug,Adenine | Indacaterol,0.01536630094051361
3,Adenine,45,13125,Indomethacin,1,drug_drug,Adenine | Indomethacin,0.014554925262928009
3,Adenine,46,13221,Irinotecan,1,drug_drug,Adenine | Irinotecan,0.015897663310170174
3,Adenine,47,13983,Ketoprofen,1,drug_drug,Adenine | Ketoprofen,0.0146722923964262
3,Adenine,48,14707,Labetalol,1,drug_drug,Adenine | Labetalol,0.014074692502617836
3,Adenine,49,14726,Lamotrigine,1,drug_drug,Adenine | Lamotrigine,0.013825714588165283
3,Adenine,50,14819,Letermovir,1,drug_drug,Adenine | Letermovir,0.01610037311911583
3,Adenine,51,14857,Levothyroxine,1,drug_drug,Adenine | Levothyroxine,0.015797091647982597
3,Adenine,52,14892,Liothyronine,1,drug_drug,Adenine | Liothyronine,0.015132619068026543
